Date,Provider,Service,Region,Amount,Usage_Type,Efficiency_Score
2023-09-03,GCP,Compute Engine,global,2528.3,reserved,67
2023-09-03,SaaS,Snowflake,global,4070.97,reserved,43
2023-09-04,SaaS,Databricks,global,1189.29,reserved,79
2023-09-04,GCP,Compute Engine,global,3336.62,reserved,46
2023-09-04,GCP,Compute Engine,global,3061.46,on-demand,78
2023-09-04,AWS,EC2,global,3901.91,reserved,46
2023-09-04,Azure,SQL Database,global,2219.74,reserved,63
2023-09-04,SaaS,Databricks,global,4283.2,reserved,85
2023-09-05,AWS,Snowflake,global,4254.69,reserved,32
2023-09-05,AWS,Kubernetes,global,3149.27,on-demand,86
2023-09-05,GCP,BigQuery,global,3138.07,on-demand,34
2023-09-05,SaaS,Snowflake,global,4835.73,on-demand,52
2023-09-05,SaaS,Databricks,global,3790.07,reserved,46
2023-09-05,AWS,Kubernetes,global,2041.82,reserved,40
2023-09-06,SaaS,Databricks,global,3965.17,reserved,88
2023-09-06,SaaS,Databricks,global,4840.94,reserved,86
2023-09-06,Azure,VMs,global,4723.78,on-demand,54
2023-09-06,SaaS,Snowflake,global,1816.97,on-demand,92
2023-09-06,AWS,EC2,global,1909.29,on-demand,49
2023-09-06,Azure,SQL Database,global,4256.44,reserved,53
2023-09-07,AWS,Databricks,global,3639.67,reserved,95
2023-09-07,GCP,BigQuery,global,3724.27,on-demand,35
2023-09-07,GCP,Compute Engine,global,4077.79,reserved,94
2023-09-07,Azure,Fabric,global,3739.21,on-demand,56
2023-09-07,GCP,Compute Engine,global,4940.86,on-demand,36
2023-09-08,AWS,Databricks,global,4676.16,reserved,92
2023-09-08,SaaS,Databricks,global,2569.13,on-demand,59
2023-09-08,Azure,AKS,global,1225.4,on-demand,85
2023-09-08,GCP,BigQuery,global,555.76,on-demand,45
2023-09-08,GCP,Compute Engine,global,1427.48,on-demand,62
2023-09-08,Azure,Fabric,global,2176.45,reserved,76
2023-09-09,AWS,Snowflake,global,3609.56,on-demand,41
2023-09-09,SaaS,Snowflake,global,2421.76,on-demand,34
2023-09-09,SaaS,Snowflake,global,3627.61,on-demand,30
2023-09-09,SaaS,Databricks,global,3868.82,on-demand,58
2023-09-09,SaaS,Snowflake,global,1471.48,reserved,76
2023-09-10,SaaS,Databricks,global,1641.51,on-demand,68
2023-09-10,AWS,Databricks,global,1738.27,reserved,61
2023-09-10,Azure,SQL Database,global,4378.38,reserved,89
2023-09-11,Azure,AKS,global,802.98,reserved,57
2023-09-11,AWS,RDS,global,1099.22,on-demand,74
2023-09-11,AWS,Databricks,global,1240.27,on-demand,87
2023-09-12,AWS,Snowflake,global,2341.98,on-demand,69
2023-09-12,Azure,Fabric,global,4794.17,reserved,49
2023-09-12,Azure,AKS,global,3364.59,on-demand,63
2023-09-12,Azure,Fabric,global,3914.25,reserved,49
2023-09-13,SaaS,Databricks,global,2439.57,on-demand,91
2023-09-13,AWS,Snowflake,global,4753.62,reserved,36
2023-09-13,Azure,Fabric,global,3293.61,on-demand,93
2023-09-13,AWS,RDS,global,878.96,reserved,83
2023-09-13,AWS,Snowflake,global,1666.64,reserved,94
2023-09-14,SaaS,Databricks,global,3777.47,on-demand,66
2023-09-14,AWS,RDS,global,856.78,reserved,90
2023-09-14,GCP,BigQuery,global,3108.73,reserved,83
2023-09-14,AWS,Kubernetes,global,2454.65,on-demand,78
2023-09-14,SaaS,Snowflake,global,1239.4,reserved,77
2023-09-15,GCP,Compute Engine,global,4615.29,on-demand,53
2023-09-15,SaaS,Databricks,global,958.44,reserved,63
2023-09-15,SaaS,Databricks,global,3920.67,reserved,37
2023-09-15,SaaS,Databricks,global,4389.34,on-demand,60
2023-09-15,SaaS,Databricks,global,2133.94,on-demand,31
2023-09-16,Azure,AKS,global,3828.63,on-demand,48
2023-09-16,Azure,AKS,global,681.95,on-demand,35
2023-09-16,AWS,Snowflake,global,2700.38,on-demand,40
2023-09-16,AWS,RDS,global,3456.08,on-demand,58
2023-09-16,GCP,Compute Engine,global,4198.67,on-demand,67
2023-09-17,Azure,SQL Database,global,1667.69,on-demand,86
2023-09-17,SaaS,Snowflake,global,4685.08,on-demand,70
2023-09-17,SaaS,Databricks,global,3050.62,on-demand,48
2023-09-17,GCP,Compute Engine,global,4482.8,on-demand,95
2023-09-17,AWS,RDS,global,2371.13,on-demand,39
2023-09-18,GCP,Compute Engine,global,4290.41,reserved,32
2023-09-18,AWS,Databricks,global,2597.5,reserved,74
2023-09-18,GCP,Compute Engine,global,3090.3,on-demand,67
2023-09-18,GCP,Compute Engine,global,4986.29,on-demand,44
2023-09-18,AWS,RDS,global,4992.25,on-demand,75
2023-09-18,AWS,RDS,global,3235.7,on-demand,37
2023-09-19,AWS,Kubernetes,global,998.75,on-demand,41
2023-09-19,Azure,VMs,global,4037.87,reserved,87
2023-09-19,SaaS,Snowflake,global,2560.65,on-demand,91
2023-09-20,GCP,BigQuery,global,3742.75,reserved,43
2023-09-20,Azure,SQL Database,global,735.62,on-demand,43
2023-09-20,AWS,EC2,global,1641.51,on-demand,65
2023-09-20,AWS,Kubernetes,global,558.28,reserved,48
2023-09-20,SaaS,Snowflake,global,2763.84,on-demand,44
2023-09-21,SaaS,Databricks,global,1769.69,on-demand,81
2023-09-21,GCP,BigQuery,global,2515.45,on-demand,31
2023-09-21,Azure,VMs,global,2202.68,on-demand,73
2023-09-21,Azure,SQL Database,global,3513.05,reserved,35
2023-09-21,GCP,BigQuery,global,4852.48,reserved,58
2023-09-21,AWS,Snowflake,global,3248.56,reserved,36
2023-09-22,SaaS,Snowflake,global,2233.72,on-demand,72
2023-09-22,Azure,VMs,global,3808.35,reserved,32
2023-09-22,SaaS,Databricks,global,2712.45,on-demand,80
2023-09-22,GCP,Compute Engine,global,4885.95,reserved,36
2023-09-22,GCP,Compute Engine,global,1083.26,on-demand,34
2023-09-22,GCP,Compute Engine,global,3281.01,on-demand,60
2023-09-23,Azure,SQL Database,global,2794.64,reserved,89
2023-09-23,Azure,VMs,global,3208.41,reserved,55
2023-09-23,AWS,EC2,global,4234.94,reserved,49
2023-09-23,GCP,Compute Engine,global,1041.34,on-demand,43
2023-09-23,AWS,Kubernetes,global,1424.13,on-demand,31
2023-09-24,GCP,Compute Engine,global,686.21,reserved,88
2023-09-24,SaaS,Databricks,global,2861.5,reserved,75
2023-09-24,GCP,BigQuery,global,3299.15,reserved,34
2023-09-25,Azure,SQL Database,global,1160.31,reserved,84
2023-09-25,Azure,Fabric,global,929.33,reserved,67
2023-09-25,AWS,Kubernetes,global,2634.02,reserved,39
2023-09-26,SaaS,Snowflake,global,1532.46,reserved,81
2023-09-26,Azure,Fabric,global,2409.45,reserved,61
2023-09-26,GCP,BigQuery,global,755.79,on-demand,64
2023-09-26,Azure,AKS,global,957.77,on-demand,42
2023-09-26,Azure,SQL Database,global,4256.28,reserved,59
2023-09-27,AWS,Databricks,global,3639.68,reserved,93
2023-09-27,SaaS,Snowflake,global,1998.01,reserved,62
2023-09-27,SaaS,Snowflake,global,1923.67,on-demand,74
2023-09-27,AWS,Kubernetes,global,1059.84,reserved,91
2023-09-28,GCP,Compute Engine,global,2833.93,on-demand,46
2023-09-28,GCP,BigQuery,global,676.21,on-demand,63
2023-09-28,AWS,EC2,global,2539.11,reserved,81
2023-09-28,GCP,Compute Engine,global,2541.87,reserved,92
2023-09-28,Azure,SQL Database,global,1031.54,on-demand,95
2023-09-29,AWS,Kubernetes,global,1130.82,reserved,58
2023-09-29,AWS,RDS,global,792.99,reserved,90
2023-09-29,GCP,Compute Engine,global,2763.95,reserved,80
2023-09-29,SaaS,Databricks,global,2018.11,reserved,33
2023-09-30,SaaS,Databricks,global,4981.84,on-demand,78
2023-09-30,GCP,BigQuery,global,756.83,reserved,95
2023-09-30,Azure,Fabric,global,2943.58,on-demand,60
2023-09-30,GCP,BigQuery,global,4034.32,reserved,78
2023-10-01,GCP,Compute Engine,global,4230.78,on-demand,42
2023-10-01,AWS,RDS,global,1144.99,reserved,32
2023-10-01,SaaS,Databricks,global,2216.8,reserved,87
2023-10-01,AWS,EC2,global,1384.51,reserved,59
2023-10-01,AWS,Databricks,global,918.32,on-demand,54
2023-10-01,AWS,EC2,global,4539.87,reserved,90
2023-10-02,AWS,EC2,global,3739.83,on-demand,57
2023-10-02,GCP,Compute Engine,global,4689.0,on-demand,62
2023-10-02,GCP,Compute Engine,global,1400.09,on-demand,74
2023-10-02,AWS,Snowflake,global,3372.56,reserved,86
2023-10-03,AWS,Databricks,global,4625.16,reserved,30
2023-10-03,Azure,SQL Database,global,1205.5,reserved,41
2023-10-03,Azure,VMs,global,1227.35,reserved,64
2023-10-03,Azure,SQL Database,global,4788.8,reserved,69
2023-10-03,GCP,BigQuery,global,2986.06,reserved,88
2023-10-04,Azure,AKS,global,2575.95,reserved,34
2023-10-04,GCP,Compute Engine,global,2502.85,on-demand,43
2023-10-04,GCP,Compute Engine,global,1728.95,reserved,77
2023-10-04,SaaS,Snowflake,global,2823.71,on-demand,53
2023-10-04,SaaS,Snowflake,global,2167.85,reserved,40
2023-10-04,GCP,BigQuery,global,3929.43,reserved,61
2023-10-05,Azure,SQL Database,global,907.04,reserved,68
2023-10-05,GCP,Compute Engine,global,4578.4,on-demand,69
2023-10-05,GCP,Compute Engine,global,2285.73,on-demand,51
2023-10-06,AWS,Kubernetes,global,2561.05,reserved,60
2023-10-06,SaaS,Snowflake,global,3036.5,reserved,86
2023-10-06,AWS,RDS,global,4151.21,reserved,32
2023-10-06,AWS,RDS,global,3354.52,reserved,65
2023-10-07,GCP,Compute Engine,global,954.04,on-demand,72
2023-10-07,SaaS,Snowflake,global,1098.68,reserved,67
2023-10-07,AWS,RDS,global,2830.0,reserved,94
2023-10-08,Azure,AKS,global,1532.61,on-demand,41
2023-10-08,SaaS,Databricks,global,4605.39,reserved,90
2023-10-08,GCP,BigQuery,global,3437.09,on-demand,68
2023-10-08,GCP,BigQuery,global,2273.48,on-demand,62
2023-10-09,SaaS,Databricks,global,1791.26,on-demand,55
2023-10-09,Azure,SQL Database,global,2532.38,reserved,50
2023-10-09,AWS,RDS,global,2527.63,reserved,94
2023-10-09,SaaS,Databricks,global,2488.15,reserved,87
2023-10-09,SaaS,Databricks,global,4893.15,on-demand,79
2023-10-09,GCP,BigQuery,global,2662.07,on-demand,76
2023-10-10,SaaS,Snowflake,global,3435.17,on-demand,80
2023-10-10,GCP,BigQuery,global,1992.78,on-demand,76
2023-10-10,GCP,BigQuery,global,4871.78,reserved,31
2023-10-10,AWS,Kubernetes,global,845.21,reserved,85
2023-10-10,GCP,BigQuery,global,2417.01,reserved,88
2023-10-11,AWS,Snowflake,global,2749.18,reserved,79
2023-10-11,AWS,RDS,global,3716.71,on-demand,81
2023-10-11,GCP,Compute Engine,global,3370.25,reserved,61
2023-10-11,AWS,RDS,global,4827.15,reserved,58
2023-10-11,Azure,SQL Database,global,3537.59,reserved,49
2023-10-11,SaaS,Databricks,global,2298.42,on-demand,60
2023-10-12,SaaS,Snowflake,global,4237.64,on-demand,79
2023-10-12,Azure,VMs,global,4748.29,on-demand,83
2023-10-12,Azure,AKS,global,3033.72,on-demand,42
2023-10-12,AWS,Kubernetes,global,4136.24,reserved,84
2023-10-13,Azure,Fabric,global,1939.36,reserved,71
2023-10-13,GCP,BigQuery,global,2097.89,on-demand,32
2023-10-13,GCP,Compute Engine,global,4951.26,reserved,39
2023-10-14,Azure,VMs,global,1595.38,reserved,87
2023-10-14,SaaS,Snowflake,global,4979.21,reserved,36
2023-10-14,Azure,SQL Database,global,3539.7,on-demand,71
2023-10-14,SaaS,Snowflake,global,4099.13,reserved,53
2023-10-15,SaaS,Databricks,global,4564.92,on-demand,73
2023-10-15,AWS,Snowflake,global,1870.98,reserved,43
2023-10-15,SaaS,Snowflake,global,2739.78,reserved,71
2023-10-15,AWS,RDS,global,4461.15,reserved,91
2023-10-16,Azure,Fabric,global,2510.88,reserved,40
2023-10-16,Azure,VMs,global,1499.46,on-demand,60
2023-10-16,Azure,AKS,global,938.13,on-demand,74
2023-10-17,SaaS,Databricks,global,4613.96,reserved,31
2023-10-17,SaaS,Snowflake,global,839.74,reserved,80
2023-10-17,Azure,AKS,global,1580.69,on-demand,43
2023-10-18,GCP,Compute Engine,global,3475.62,reserved,64
2023-10-18,AWS,Databricks,global,907.29,reserved,77
2023-10-18,AWS,EC2,global,2193.33,reserved,78
2023-10-18,Azure,AKS,global,2956.1,on-demand,80
2023-10-18,SaaS,Databricks,global,3830.35,on-demand,88
2023-10-19,Azure,SQL Database,global,712.04,on-demand,35
2023-10-19,AWS,RDS,global,3170.29,on-demand,76
2023-10-19,SaaS,Databricks,global,1599.16,on-demand,65
2023-10-19,Azure,AKS,global,3121.13,reserved,84
2023-10-19,SaaS,Snowflake,global,3578.56,on-demand,79
2023-10-19,AWS,RDS,global,1995.17,reserved,49
2023-10-20,Azure,VMs,global,2115.97,on-demand,81
2023-10-20,Azure,SQL Database,global,1584.68,reserved,71
2023-10-20,Azure,Fabric,global,1297.97,on-demand,71
2023-10-21,SaaS,Snowflake,global,1819.47,reserved,80
2023-10-21,SaaS,Databricks,global,3303.67,reserved,60
2023-10-21,GCP,Compute Engine,global,3735.68,on-demand,47
2023-10-21,Azure,AKS,global,3246.82,on-demand,69
2023-10-21,GCP,BigQuery,global,3053.54,reserved,38
2023-10-21,Azure,Fabric,global,1958.25,on-demand,94
2023-10-22,AWS,RDS,global,2557.82,reserved,54
2023-10-22,GCP,BigQuery,global,3605.61,reserved,71
2023-10-22,GCP,BigQuery,global,958.54,reserved,87
2023-10-22,SaaS,Databricks,global,1035.61,on-demand,90
2023-10-22,SaaS,Databricks,global,2542.46,on-demand,87
2023-10-22,AWS,Snowflake,global,3985.56,on-demand,43
2023-10-23,Azure,VMs,global,2772.32,reserved,53
2023-10-23,SaaS,Snowflake,global,3550.22,reserved,69
2023-10-23,GCP,BigQuery,global,4251.72,on-demand,85
2023-10-23,SaaS,Snowflake,global,4651.98,on-demand,54
2023-10-23,Azure,Fabric,global,828.32,reserved,61
2023-10-23,GCP,Compute Engine,global,3210.2,on-demand,79
2023-10-24,AWS,EC2,global,4165.31,reserved,55
2023-10-24,Azure,Fabric,global,1449.01,reserved,57
2023-10-24,SaaS,Snowflake,global,1524.07,on-demand,33
2023-10-25,AWS,Databricks,global,4532.29,reserved,43
2023-10-25,GCP,Compute Engine,global,3007.9,reserved,58
2023-10-25,Azure,VMs,global,4959.91,reserved,51
2023-10-25,SaaS,Databricks,global,4352.75,reserved,84
2023-10-25,Azure,AKS,global,1496.39,reserved,93
2023-10-25,Azure,VMs,global,4777.07,reserved,95
2023-10-26,GCP,BigQuery,global,4490.73,on-demand,61
2023-10-26,AWS,Snowflake,global,3867.48,reserved,67
2023-10-26,Azure,SQL Database,global,649.67,reserved,59
2023-10-26,SaaS,Snowflake,global,4108.07,reserved,85
2023-10-27,Azure,Fabric,global,2115.37,reserved,69
2023-10-27,Azure,AKS,global,1199.39,reserved,69
2023-10-27,AWS,Kubernetes,global,3259.19,on-demand,73
2023-10-27,SaaS,Databricks,global,860.44,reserved,68
2023-10-27,SaaS,Databricks,global,4582.18,on-demand,78
2023-10-27,Azure,Fabric,global,2295.12,reserved,92
2023-10-28,Azure,Fabric,global,2634.37,reserved,33
2023-10-28,AWS,EC2,global,3760.04,reserved,91
2023-10-28,AWS,EC2,global,1757.84,reserved,48
2023-10-28,GCP,BigQuery,global,2795.82,reserved,44
2023-10-29,SaaS,Databricks,global,797.76,reserved,60
2023-10-29,AWS,EC2,global,786.86,reserved,45
2023-10-29,AWS,RDS,global,1922.58,on-demand,87
2023-10-30,AWS,Databricks,global,1543.15,on-demand,77
2023-10-30,Azure,Fabric,global,4712.57,reserved,59
2023-10-30,SaaS,Databricks,global,3835.76,reserved,47
2023-10-30,Azure,Fabric,global,2500.59,reserved,40
2023-10-31,Azure,VMs,global,1920.72,on-demand,66
2023-10-31,Azure,Fabric,global,3997.53,on-demand,53
2023-10-31,SaaS,Snowflake,global,907.29,reserved,49
2023-11-01,GCP,Compute Engine,global,3179.5,reserved,38
2023-11-01,GCP,BigQuery,global,1517.06,on-demand,59
2023-11-01,Azure,VMs,global,4919.25,on-demand,31
2023-11-01,GCP,Compute Engine,global,1695.85,reserved,60
2023-11-01,GCP,Compute Engine,global,2786.96,on-demand,71
2023-11-01,GCP,Compute Engine,global,898.44,reserved,45
2023-11-02,Azure,AKS,global,654.22,reserved,49
2023-11-02,Azure,Fabric,global,2213.22,on-demand,41
2023-11-02,SaaS,Databricks,global,4004.69,reserved,94
2023-11-02,AWS,Kubernetes,global,1861.86,on-demand,75
2023-11-03,Azure,SQL Database,global,1121.12,on-demand,49
2023-11-03,Azure,VMs,global,2530.3,on-demand,88
2023-11-03,Azure,VMs,global,4782.6,reserved,56
2023-11-03,SaaS,Databricks,global,4634.64,on-demand,91
2023-11-04,Azure,AKS,global,4543.6,on-demand,61
2023-11-04,AWS,Snowflake,global,3270.39,reserved,84
2023-11-04,SaaS,Snowflake,global,1883.89,on-demand,49
2023-11-04,Azure,Fabric,global,2655.94,on-demand,40
2023-11-04,AWS,RDS,global,4232.01,on-demand,81
2023-11-04,GCP,Compute Engine,global,2037.47,reserved,69
2023-11-05,Azure,Fabric,global,1903.53,reserved,53
2023-11-05,Azure,Fabric,global,2059.67,reserved,74
2023-11-05,AWS,EC2,global,3716.95,reserved,79
2023-11-05,Azure,Fabric,global,4341.19,on-demand,67
2023-11-05,Azure,Fabric,global,2865.21,reserved,58
2023-11-06,SaaS,Databricks,global,4850.39,reserved,55
2023-11-06,SaaS,Databricks,global,3834.58,reserved,90
2023-11-06,SaaS,Snowflake,global,2434.72,on-demand,38
2023-11-06,AWS,Snowflake,global,3217.52,on-demand,88
2023-11-06,SaaS,Databricks,global,1359.38,on-demand,37
2023-11-06,Azure,VMs,global,3898.52,on-demand,95
2023-11-07,AWS,Snowflake,global,2174.11,on-demand,86
2023-11-07,AWS,Snowflake,global,1044.46,on-demand,54
2023-11-07,AWS,EC2,global,3843.56,reserved,52
2023-11-07,Azure,SQL Database,global,4806.88,reserved,85
2023-11-07,SaaS,Databricks,global,3056.4,on-demand,82
2023-11-08,Azure,VMs,global,1388.6,on-demand,62
2023-11-08,GCP,BigQuery,global,4042.31,reserved,47
2023-11-08,GCP,Compute Engine,global,3500.53,on-demand,83
2023-11-08,GCP,Compute Engine,global,1926.36,on-demand,53
2023-11-08,AWS,EC2,global,3052.38,reserved,76
2023-11-08,Azure,AKS,global,722.94,on-demand,61
2023-11-09,SaaS,Databricks,global,1676.38,reserved,76
2023-11-09,AWS,Databricks,global,3817.51,reserved,77
2023-11-09,GCP,BigQuery,global,4222.56,reserved,57
2023-11-09,Azure,VMs,global,4617.19,reserved,64
2023-11-09,SaaS,Snowflake,global,4907.07,reserved,92
2023-11-09,AWS,Kubernetes,global,1996.01,reserved,69
2023-11-10,AWS,Snowflake,global,4147.37,on-demand,35
2023-11-10,SaaS,Databricks,global,1994.54,reserved,92
2023-11-10,Azure,SQL Database,global,3020.64,reserved,48
2023-11-10,SaaS,Snowflake,global,4436.48,reserved,53
2023-11-10,Azure,VMs,global,4122.64,reserved,56
2023-11-10,AWS,Kubernetes,global,3081.28,reserved,58
2023-11-11,Azure,SQL Database,global,2425.47,reserved,60
2023-11-11,SaaS,Databricks,global,911.35,on-demand,40
2023-11-11,SaaS,Snowflake,global,4762.58,on-demand,88
2023-11-11,AWS,EC2,global,793.06,on-demand,70
2023-11-11,Azure,SQL Database,global,3262.88,reserved,42
2023-11-12,SaaS,Databricks,global,1978.72,on-demand,91
2023-11-12,GCP,BigQuery,global,4997.26,reserved,84
2023-11-12,Azure,AKS,global,4006.28,on-demand,61
2023-11-12,AWS,Databricks,global,1769.61,on-demand,40
2023-11-12,GCP,Compute Engine,global,807.87,reserved,53
2023-11-12,Azure,SQL Database,global,3339.45,reserved,50
2023-11-13,AWS,Kubernetes,global,2651.17,reserved,36
2023-11-13,Azure,SQL Database,global,4227.49,on-demand,67
2023-11-13,AWS,EC2,global,2620.11,on-demand,46
2023-11-13,AWS,RDS,global,4845.78,reserved,79
2023-11-14,Azure,Fabric,global,1964.44,reserved,41
2023-11-14,SaaS,Snowflake,global,4375.82,reserved,79
2023-11-14,Azure,VMs,global,2430.41,on-demand,62
2023-11-14,SaaS,Databricks,global,3863.99,reserved,80
2023-11-14,AWS,EC2,global,3293.67,reserved,47
2023-11-14,SaaS,Snowflake,global,2569.89,reserved,44
2023-11-15,AWS,Snowflake,global,4261.19,on-demand,70
2023-11-15,Azure,Fabric,global,674.95,on-demand,63
2023-11-15,SaaS,Databricks,global,1589.59,reserved,88
2023-11-15,SaaS,Databricks,global,4863.99,on-demand,37
2023-11-15,GCP,Compute Engine,global,2738.05,on-demand,85
2023-11-15,SaaS,Snowflake,global,2311.46,on-demand,59
2023-11-16,Azure,VMs,global,1338.42,on-demand,64
2023-11-16,AWS,EC2,global,4357.63,reserved,72
2023-11-16,GCP,Compute Engine,global,4715.77,reserved,90
2023-11-16,Azure,SQL Database,global,3798.99,reserved,38
2023-11-16,SaaS,Databricks,global,3886.34,on-demand,61
2023-11-17,Azure,Fabric,global,3483.65,reserved,74
2023-11-17,GCP,Compute Engine,global,2760.29,on-demand,91
2023-11-17,SaaS,Databricks,global,1162.02,on-demand,82
2023-11-17,AWS,EC2,global,694.67,on-demand,33
2023-11-17,AWS,RDS,global,4794.23,on-demand,82
2023-11-18,GCP,BigQuery,global,546.87,on-demand,66
2023-11-18,SaaS,Databricks,global,3678.33,on-demand,30
2023-11-18,GCP,Compute Engine,global,2839.54,reserved,87
2023-11-18,SaaS,Databricks,global,4654.74,reserved,37
2023-11-18,Azure,Fabric,global,4660.92,reserved,48
2023-11-19,AWS,Snowflake,global,616.9,on-demand,84
2023-11-19,SaaS,Snowflake,global,3938.07,on-demand,73
2023-11-19,GCP,Compute Engine,global,2370.92,on-demand,72
2023-11-19,Azure,AKS,global,1055.77,on-demand,69
2023-11-19,GCP,BigQuery,global,793.99,reserved,81
2023-11-19,SaaS,Databricks,global,1075.49,on-demand,72
2023-11-20,Azure,VMs,global,2778.48,reserved,73
2023-11-20,SaaS,Databricks,global,2194.55,reserved,78
2023-11-20,Azure,AKS,global,1433.21,reserved,70
2023-11-20,Azure,SQL Database,global,1151.11,on-demand,61
2023-11-21,Azure,Fabric,global,2982.44,reserved,67
2023-11-21,SaaS,Snowflake,global,3276.96,on-demand,33
2023-11-21,AWS,Kubernetes,global,1719.7,reserved,90
2023-11-22,Azure,AKS,global,1348.38,reserved,64
2023-11-22,AWS,RDS,global,4246.94,reserved,48
2023-11-22,GCP,BigQuery,global,1937.23,reserved,55
2023-11-22,GCP,Compute Engine,global,2330.14,on-demand,85
2023-11-23,SaaS,Databricks,global,2227.67,reserved,46
2023-11-23,AWS,Kubernetes,global,977.13,reserved,38
2023-11-23,AWS,RDS,global,983.53,reserved,81
2023-11-23,AWS,EC2,global,2392.16,reserved,57
2023-11-23,GCP,BigQuery,global,4696.81,reserved,45
2023-11-23,GCP,Compute Engine,global,3360.53,on-demand,89
2023-11-24,GCP,BigQuery,global,4132.36,reserved,45
2023-11-24,GCP,Compute Engine,global,1407.97,on-demand,86
2023-11-24,GCP,Compute Engine,global,638.55,reserved,54
2023-11-24,SaaS,Databricks,global,3067.97,reserved,32
2023-11-25,SaaS,Snowflake,global,4499.53,reserved,60
2023-11-25,AWS,EC2,global,2199.17,on-demand,37
2023-11-25,Azure,VMs,global,4006.03,reserved,50
2023-11-26,GCP,Compute Engine,global,1685.37,reserved,31
2023-11-26,Azure,VMs,global,4188.68,reserved,68
2023-11-26,GCP,Compute Engine,global,3813.14,reserved,35
2023-11-26,GCP,BigQuery,global,2807.69,on-demand,38
2023-11-26,AWS,Databricks,global,3160.07,on-demand,66
2023-11-27,GCP,BigQuery,global,4712.31,reserved,68
2023-11-27,AWS,Databricks,global,2870.59,reserved,34
2023-11-27,GCP,Compute Engine,global,1167.19,on-demand,61
2023-11-27,SaaS,Snowflake,global,3218.09,reserved,38
2023-11-28,GCP,BigQuery,global,1659.98,on-demand,77
2023-11-28,SaaS,Databricks,global,3291.23,reserved,30
2023-11-28,GCP,BigQuery,global,3223.74,on-demand,50
2023-11-29,GCP,Compute Engine,global,1506.91,on-demand,62
2023-11-29,GCP,BigQuery,global,543.69,on-demand,77
2023-11-29,AWS,RDS,global,4507.67,reserved,47
2023-11-29,GCP,BigQuery,global,2434.32,on-demand,65
2023-11-29,GCP,Compute Engine,global,2808.49,on-demand,95
2023-11-30,AWS,Snowflake,global,1691.32,on-demand,38
2023-11-30,GCP,BigQuery,global,4447.15,reserved,30
2023-11-30,SaaS,Snowflake,global,4946.2,on-demand,45
2023-12-01,GCP,Compute Engine,global,1458.12,reserved,54
2023-12-01,Azure,AKS,global,3556.31,reserved,44
2023-12-01,AWS,Databricks,global,3350.73,on-demand,62
2023-12-01,SaaS,Databricks,global,1952.22,reserved,60
2023-12-01,AWS,RDS,global,939.34,on-demand,61
2023-12-01,GCP,Compute Engine,global,687.74,reserved,50
2023-12-02,GCP,BigQuery,global,1298.63,reserved,84
2023-12-02,AWS,EC2,global,898.11,on-demand,70
2023-12-02,Azure,AKS,global,2794.4,reserved,49
2023-12-03,GCP,Compute Engine,global,3434.68,reserved,48
2023-12-03,GCP,Compute Engine,global,4992.02,on-demand,74
2023-12-03,SaaS,Snowflake,global,1425.82,on-demand,66
2023-12-04,SaaS,Databricks,global,4327.7,reserved,86
2023-12-04,SaaS,Snowflake,global,3171.31,reserved,65
2023-12-04,SaaS,Databricks,global,2330.46,reserved,36
2023-12-04,GCP,BigQuery,global,4603.95,on-demand,78
2023-12-04,AWS,Snowflake,global,4449.28,reserved,57
2023-12-05,SaaS,Snowflake,global,4437.63,reserved,90
2023-12-05,GCP,BigQuery,global,4562.65,reserved,48
2023-12-05,Azure,VMs,global,699.08,on-demand,82
2023-12-05,Azure,Fabric,global,866.17,on-demand,69
2023-12-06,Azure,Fabric,global,4719.03,reserved,48
2023-12-06,AWS,EC2,global,3022.01,reserved,50
2023-12-06,GCP,BigQuery,global,4763.89,on-demand,89
2023-12-06,SaaS,Databricks,global,721.98,reserved,90
2023-12-06,Azure,Fabric,global,3781.53,on-demand,80
2023-12-07,GCP,BigQuery,global,4001.73,reserved,30
2023-12-07,Azure,AKS,global,2798.22,on-demand,74
2023-12-07,SaaS,Snowflake,global,1487.84,on-demand,73
2023-12-07,SaaS,Snowflake,global,4888.4,reserved,32
2023-12-07,GCP,Compute Engine,global,3673.52,reserved,91
2023-12-07,AWS,Snowflake,global,3995.3,reserved,91
2023-12-08,AWS,EC2,global,3149.07,reserved,36
2023-12-08,GCP,Compute Engine,global,4073.72,reserved,67
2023-12-08,GCP,Compute Engine,global,1221.63,on-demand,46
2023-12-08,AWS,Snowflake,global,4688.78,on-demand,82
2023-12-08,GCP,Compute Engine,global,2659.13,reserved,86
2023-12-08,Azure,VMs,global,3710.46,on-demand,30
2023-12-09,AWS,Databricks,global,4143.19,reserved,92
2023-12-09,Azure,VMs,global,2115.15,reserved,42
2023-12-09,AWS,Databricks,global,3488.92,reserved,33
2023-12-10,GCP,Compute Engine,global,3702.43,reserved,45
2023-12-10,GCP,BigQuery,global,1394.18,on-demand,47
2023-12-10,GCP,Compute Engine,global,3623.53,reserved,86
2023-12-10,AWS,RDS,global,1533.03,on-demand,62
2023-12-11,Azure,AKS,global,2865.11,on-demand,46
2023-12-11,SaaS,Snowflake,global,4222.33,reserved,65
2023-12-11,Azure,Fabric,global,3289.85,on-demand,78
2023-12-12,Azure,Fabric,global,4229.91,on-demand,94
2023-12-12,Azure,VMs,global,3948.35,on-demand,82
2023-12-12,GCP,Compute Engine,global,568.93,reserved,66
